Cell Model,30Q
Cell Number,2
Power Level,23.15
Load,2
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540320023.3539326,4.19687,0,,,
1540320023.4497738,4.19687,0,0,0,0
1540320023.5684843,4.19687,0,,,
1540320023.6508844,4.08084,0,,,
1540320023.7512774,4.08084,5.67389,,,
1540320023.8505166,4.08084,5.67389,,,
1540320023.9578292,4.08084,5.67389,,,
1540320024.0765243,4.06812,5.69009,,,
1540320024.1539426,4.06812,5.69009,,,
1540320024.2526324,4.06812,5.69009,,,
1540320024.3544445,4.06448,5.69499,,,
1540320024.463843,4.06448,5.69499,0,0,0
1540320024.5526822,4.06448,5.69499,,,
1540320024.652984,4.06154,5.69499,,,
1540320024.752959,4.06154,5.6991,,,
1540320024.8906415,4.06154,5.6991,,,
1540320024.9800167,4.05904,5.6991,,,
1540320025.0578437,4.05904,5.7027,,,
1540320025.1543465,4.05904,5.7027,,,
1540320025.2630794,4.05904,5.7027,,,
1540320025.3519602,4.05676,5.7058,,,
1540320025.452458,4.05676,5.7058,0,0,0
1540320025.550944,4.05676,5.7058,,,
1540320025.681923,4.05472,5.7058,,,
1540320025.7710311,4.05472,5.70862,,,
1540320025.8555658,4.05472,5.70862,,,
1540320025.9543414,4.05472,5.70862,,,
1540320026.0544815,4.05283,5.7112,,,
1540320026.1636188,4.05283,5.7112,,,
1540320026.2555325,4.05283,5.7112,,,
1540320026.3561327,4.05109,5.71376,,,
1540320026.4704938,4.05109,5.71376,0,0,0
1540320026.57865,4.05109,5.71376,,,
1540320026.6624997,4.04935,5.71376,,,
1540320026.7565699,4.04935,5.71634,,,
1540320026.8565671,4.04935,5.71634,,,
1540320026.9671497,4.04935,5.71634,,,
1540320027.077979,4.04776,5.7184,,,
1540320027.1570454,4.04776,5.7184,,,
1540320027.2669551,4.04776,5.7184,,,
1540320027.3655589,4.04625,5.72044,,,
1540320027.4653783,4.04625,5.72044,0,0,0
1540320027.5564487,4.04625,5.72044,,,
1540320027.656443,4.0448,5.72044,,,
1540320027.7566946,4.0448,5.7225,,,
1540320027.8774605,4.0448,5.7225,,,
1540320027.9607844,4.0448,5.7225,,,
1540320028.0595355,4.04344,5.72456,,,
1540320028.175482,4.04344,5.72456,,,
1540320028.2745585,4.04344,5.72456,,,
1540320028.3574438,4.04208,5.72456,,,
1540320028.4572031,4.04208,5.72662,0,0,0
1540320028.5576975,4.04208,5.72662,,,
1540320028.6640542,4.04079,5.72662,,,
1540320028.7753198,4.04079,5.72842,,,
1540320028.8571746,4.04079,5.72842,,,
1540320028.9571795,4.04079,5.72842,,,
1540320029.0793881,4.03958,5.72997,,,
1540320029.1753142,4.03958,5.72997,,,
1540320029.259072,4.03958,5.72997,,,
1540320029.3590596,4.03838,5.72997,,,
1540320029.4580688,4.03838,5.73177,0,0,0
1540320029.5770707,4.03838,5.73177,,,
1540320029.6613345,4.03716,5.73177,,,
1540320029.7598393,4.03716,5.73331,,,
1540320029.8585386,4.03716,5.73331,,,
1540320029.9845855,4.03716,5.73331,,,
1540320030.0837898,4.0361,5.7346,,,
1540320030.1594281,4.0361,5.7346,,,
1540320030.259422,4.0361,5.7346,,,
1540320030.3591886,4.03496,5.7346,,,
1540320030.468614,4.03496,5.73666,0,0,0
1540320030.560522,4.03496,5.73666,,,
1540320030.6586788,4.03496,5.73666,,,
1540320030.7586753,4.03391,5.7382,,,
1540320030.9016173,4.03391,5.7382,,,
1540320030.9952984,4.03391,5.7382,,,
1540320031.0628238,4.03285,5.73975,,,
1540320031.161277,4.03285,5.73975,,,
1540320031.273032,4.03285,5.73975,,,
1540320031.360526,4.03186,5.73975,,,
1540320031.4603975,4.03186,5.74077,0,0,0
1540320031.560813,4.03186,5.74077,,,
1540320031.6684275,4.03088,5.74077,,,
1540320031.7819624,4.03088,5.74257,,,
1540320031.8613899,4.03088,5.74257,,,
1540320031.9618196,4.03088,5.74257,,,
1540320032.064675,4.02989,5.74361,,,
1540320032.1685228,4.02989,5.74361,,,
1540320032.2647676,4.02989,5.74361,,,
1540320032.3648825,4.02892,5.74361,,,
1540320032.463808,4.02892,5.74489,0,0,0
1540320032.5986748,4.02892,5.74489,,,
1540320032.6662142,4.02892,5.74489,,,
1540320032.7647347,4.028,5.74617,,,
1540320032.864487,4.028,5.74617,,,
1540320032.9751952,4.028,5.74617,,,
1540320033.0832171,4.0271,5.74771,,,
1540320033.1650574,4.0271,5.74771,,,
1540320033.2648861,4.0271,5.74771,,,
1540320033.388647,4.02618,5.74771,,,
