Cell Model,30Q
Cell Number,2
Power Level,23.15
Load,2
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1541276427.2666736,4.1962,0,,,
1541276427.3646708,4.15228,0,0,0,0
1541276427.4739258,4.15228,2.3019,,,
1541276427.5646658,4.15228,2.3019,,,
1541276427.665038,4.15228,2.3019,,,
1541276427.7650352,4.06274,5.6973,,,
1541276427.8866632,4.06274,5.6973,,,
1541276428.0020554,4.06274,5.6973,,,
1541276428.0659242,4.05783,5.70399,,,
1541276428.1656702,4.05783,5.70399,,,
1541276428.2795632,4.05783,5.70399,,,
1541276428.3658884,4.05434,5.70399,0,0,0
1541276428.4659123,4.05434,5.70888,,,
1541276428.5656607,4.05434,5.70888,,,
1541276428.673538,4.05434,5.70888,,,
1541276428.7880921,4.05139,5.713,,,
1541276428.866159,4.05139,5.713,,,
1541276428.9662747,4.05139,5.713,,,
1541276429.0664096,4.04874,5.71684,,,
1541276429.1719034,4.04874,5.71684,,,
1541276429.2665396,4.04874,5.71684,,,
1541276429.3670235,4.0464,5.71684,0,0,0
1541276429.4671514,4.0464,5.71994,,,
1541276429.6056,4.0464,5.71994,,,
1541276429.6715674,4.0464,5.71994,,,
1541276429.7674685,4.04428,5.72276,,,
1541276429.8676856,4.04428,5.72276,,,
1541276429.977941,4.04428,5.72276,,,
1541276430.0679944,4.04231,5.7261,,,
1541276430.1666505,4.04231,5.7261,,,
1541276430.2679667,4.04231,5.7261,,,
1541276430.3901262,4.04042,5.7261,0,0,0
1541276430.4809132,4.04042,5.72842,,,
1541276430.5672817,4.04042,5.72842,,,
1541276430.6676543,4.04042,5.72842,,,
1541276430.7677753,4.03868,5.73074,,,
1541276430.8790019,4.03868,5.73074,,,
1541276430.9687347,4.03868,5.73074,,,
1541276431.0677874,4.037,5.73074,,,
1541276431.1834579,4.037,5.73306,,,
1541276431.287965,4.037,5.73306,,,
1541276431.371739,4.03542,5.73306,0,0,0
1541276431.4689875,4.03542,5.73537,,,
1541276431.5696542,4.03542,5.73537,,,
1541276431.6782246,4.03542,5.73537,,,
1541276431.7922585,4.03391,5.73769,,,
1541276431.8695455,4.03391,5.73769,,,
1541276431.9839652,4.03391,5.73769,,,
1541276432.0757718,4.03247,5.73975,,,
1541276432.186033,4.03247,5.73975,,,
1541276432.2682402,4.03247,5.73975,,,
1541276432.3685095,4.0311,5.73975,0,0,0
1541276432.4687283,4.0311,5.74155,,,
1541276432.5766513,4.0311,5.74155,,,
1541276432.6692393,4.0311,5.74155,,,
1541276432.7818239,4.02974,5.74335,,,
1541276432.8776882,4.02974,5.74335,,,
1541276432.9938574,4.02974,5.74335,,,
1541276433.0705414,4.02846,5.74335,,,
1541276433.170532,4.02846,5.74515,,,
1541276433.270539,4.02846,5.74515,,,
1541276433.3833857,4.02724,5.74515,0,0,0
1541276433.4707415,4.02724,5.74721,,,
1541276433.5776966,4.02724,5.74721,,,
1541276433.6818748,4.02724,5.74721,,,
1541276433.7777297,4.02603,5.74901,,,
1541276433.8899858,4.02603,5.74901,,,
1541276433.9716353,4.02603,5.74901,,,
1541276434.0730193,4.02483,5.74901,,,
1541276434.1727684,4.02483,5.75055,,,
1541276434.2770185,4.02483,5.75055,,,
1541276434.3765337,4.02483,5.75055,0,0,0
1541276434.4929707,4.02368,5.75209,,,
1541276434.5872607,4.02368,5.75209,,,
1541276434.6933954,4.02368,5.75209,,,
1541276434.7763896,4.02263,5.75363,,,
1541276434.873877,4.02263,5.75363,,,
1541276434.9739974,4.02263,5.75363,,,
1541276435.0830085,4.02148,5.75363,,,
1541276435.1921134,4.02148,5.75517,,,
1541276435.274629,4.02148,5.75517,,,
1541276435.3955781,4.02051,5.75517,0,0,0
1541276435.492615,4.02051,5.75647,,,
1541276435.5828612,4.02051,5.75647,,,
1541276435.674762,4.02051,5.75647,,,
1541276435.7758744,4.01945,5.75801,,,
1541276435.8758574,4.01945,5.75801,,,
1541276435.9948673,4.01945,5.75801,,,
1541276436.0762324,4.01846,5.75801,,,
1541276436.1761205,4.01846,5.75981,,,
1541276436.2937315,4.01846,5.75981,,,
1541276436.383801,4.01846,5.75981,0,0,0
1541276436.4938574,4.01741,5.76109,,,
1541276436.575981,4.01741,5.76109,,,
1541276436.6780481,4.01741,5.76109,,,
1541276436.778625,4.01649,5.76263,,,
1541276436.882963,4.01649,5.76263,,,
1541276436.9759793,4.01649,5.76263,,,
1541276437.0972795,4.01552,5.76263,,,
1541276437.1764753,4.01552,5.76392,,,
1541276437.297958,4.01552,5.76392,,,
1541276437.3829648,4.01552,5.76392,0,0,0
1541276437.476612,4.0146,5.76495,,,
1541276437.5767343,4.0146,5.76495,,,
1541276437.6880543,4.0146,5.76495,,,
1541276437.8010883,4.0137,5.76624,,,
1541276437.9006062,4.0137,5.76624,,,
1541276437.9781334,4.0137,5.76624,,,
1541276438.087822,4.01279,5.76624,,,
1541276438.2015805,4.01279,5.76752,,,
1541276438.2780416,4.01279,5.76752,,,
1541276438.378094,4.01279,5.76752,0,0,0
1541276438.4845943,4.01195,5.76907,,,
1541276438.5953379,4.01195,5.76907,,,
1541276438.7001646,4.01195,5.76907,,,
1541276438.77802,4.01105,5.7701,,,
1541276438.8784804,4.01105,5.7701,,,
1541276438.987329,4.01105,5.7701,,,
1541276439.0787258,4.01021,5.7701,,,
1541276439.178445,4.01021,5.77164,,,
1541276439.2780962,4.01021,5.77164,,,
1541276439.398013,4.00938,5.77164,0,0,0
1541276439.5168874,4.00938,5.77292,,,
1541276439.580187,4.00938,5.77292,,,
1541276439.6780689,4.00938,5.77292,,,
1541276439.7943432,4.00854,5.77396,,,
1541276439.8783119,4.00854,5.77396,,,
1541276439.9794838,4.00854,5.77396,,,
1541276440.0813227,4.0078,5.77396,,,
1541276440.1879487,4.0078,5.77498,,,
1541276440.3029997,4.0078,5.77498,,,
1541276440.3838356,4.0078,5.77498,0,0,0
1541276440.4804409,4.00696,5.77602,,,
1541276440.580808,4.00696,5.77602,,,
