Cell Model,VTC6VTC6
Cell Number,3
Power Level,23.15
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539798494.7112987,4.19633,0,,,
1539798494.811639,4.19633,0,0,0,0
1539798494.8900073,4.119,0,,,
1539798494.990463,4.119,3.93788,,,
1539798495.0859694,4.119,3.93788,,,
1539798495.1846435,4.06998,3.93788,,,
1539798495.2969127,4.06998,5.68648,,,
1539798495.3886182,4.06998,5.68648,,,
1539798495.4914846,4.06998,5.68648,,,
1539798495.6000845,4.06583,5.69237,,,
1539798495.6953723,4.06583,5.69237,,,
1539798495.7927244,4.06583,5.69237,0,0,0
1539798495.8950868,4.06256,5.69237,,,
1539798495.9921083,4.06256,5.69673,,,
1539798496.0883992,4.06256,5.69673,,,
1539798496.2131102,4.05984,5.69673,,,
1539798496.2936847,4.05984,5.70058,,,
1539798496.3949602,4.05984,5.70058,,,
1539798496.4905953,4.05984,5.70058,,,
1539798496.6009564,4.0575,5.7039,,,
1539798496.6934416,4.0575,5.7039,,,
1539798496.7970526,4.0575,5.7039,0,0,0
1539798496.89849,4.05537,5.70699,,,
1539798496.996147,4.05537,5.70699,,,
1539798497.0978506,4.05537,5.70699,,,
1539798497.1958053,4.05341,5.70699,,,
1539798497.294815,4.05341,5.70981,,,
1539798497.3938103,4.05341,5.70981,,,
1539798497.5120482,4.05159,5.70981,,,
1539798497.5956385,4.05159,5.71237,,,
1539798497.6982276,4.05159,5.71237,,,
1539798497.7965834,4.05159,5.71237,0,0,0
1539798497.9062653,4.04985,5.71237,,,
1539798497.9963698,4.04985,5.71468,,,
1539798498.0979629,4.04985,5.71468,,,
1539798498.205693,4.04819,5.71468,,,
1539798498.3017378,4.04819,5.71672,,,
1539798498.403791,4.04819,5.71672,,,
1539798498.4923801,4.04819,5.71672,,,
1539798498.598309,4.04668,5.71928,,,
1539798498.699473,4.04668,5.71928,,,
1539798498.797482,4.04668,5.71928,0,0,0
1539798498.909161,4.04524,5.71928,,,
1539798499.0025,4.04524,5.72108,,,
1539798499.111717,4.04524,5.72108,,,
1539798499.2163088,4.04381,5.72108,,,
1539798499.3081603,4.04381,5.72313,,,
1539798499.4065318,4.04381,5.72313,,,
1539798499.5126758,4.04381,5.72313,,,
1539798499.6108263,4.04243,5.72493,,,
1539798499.7084413,4.04243,5.72493,0,0,0
1539798499.8020067,4.04243,5.72493,,,
1539798499.9074593,4.04115,5.72493,,,
1539798500.004927,4.04115,5.72646,,,
1539798500.105284,4.04115,5.72646,,,
1539798500.2045636,4.03987,5.72646,,,
1539798500.30528,4.03987,5.72878,,,
1539798500.4056635,4.03987,5.72878,,,
1539798500.5166354,4.03987,5.72878,,,
1539798500.604359,4.03865,5.7303,,,
1539798500.709183,4.03865,5.7303,,,
1539798500.8123696,4.03865,5.7303,0,0,0
1539798500.9102752,4.03752,5.7303,,,
1539798501.0121906,4.03752,5.7321,,,
1539798501.1057656,4.03752,5.7321,,,
1539798501.2093313,4.03639,5.7321,,,
1539798501.3080783,4.03639,5.73364,,,
1539798501.4086695,4.03639,5.73364,,,
1539798501.5080218,4.03639,5.73364,,,
1539798501.6094587,4.03525,5.73492,,,
1539798501.7099137,4.03525,5.73492,0,0,0
1539798501.8212984,4.03525,5.73492,,,
1539798501.9068608,4.03419,5.73492,,,
1539798502.0080225,4.03419,5.73647,,,
1539798502.1183429,4.03419,5.73647,,,
1539798502.213918,4.03314,5.73647,,,
1539798502.311324,4.03314,5.73799,,,
1539798502.4106688,4.03314,5.73799,,,
1539798502.5112934,4.03314,5.73799,,,
1539798502.6102862,4.03215,5.73953,,,
1539798502.7101789,4.03215,5.73953,0,0,0
1539798502.8103633,4.03215,5.73953,,,
1539798502.9065657,4.03117,5.73953,,,
1539798503.0170367,4.03117,5.74107,,,
1539798503.1267066,4.03117,5.74107,,,
1539798503.2141488,4.03117,5.74107,,,
1539798503.3122652,4.03018,5.74236,,,
1539798503.4194334,4.03018,5.74236,,,
1539798503.5180857,4.03018,5.74236,,,
1539798503.6126823,4.02928,5.74364,,,
1539798503.7117996,4.02928,5.74364,0,0,0
1539798503.8199656,4.02928,5.74364,,,
1539798503.9144404,4.02829,5.74364,,,
1539798504.0169852,4.02829,5.74492,,,
1539798504.118393,4.02829,5.74492,,,
1539798504.2160852,4.02739,5.74492,,,
1539798504.3128622,4.02739,5.7462,,,
1539798504.4257894,4.02739,5.7462,,,
1539798504.515731,4.02739,5.7462,,,
1539798504.6139581,4.02655,5.74748,,,
1539798504.7248662,4.02655,5.74748,0,0,0
1539798504.8231406,4.02655,5.74748,,,
1539798504.9168334,4.02565,5.74748,,,
1539798505.0175343,4.02565,5.74876,,,
1539798505.124573,4.02565,5.74876,,,
1539798505.2237306,4.02481,5.74876,,,
1539798505.3154962,4.02481,5.75005,,,
1539798505.415237,4.02481,5.75005,,,
1539798505.521528,4.02481,5.75005,,,
1539798505.6193862,4.02399,5.75133,,,
1539798505.7153664,4.02399,5.75133,0,0,0
1539798505.815363,4.02399,5.75133,,,
1539798505.9150085,4.02315,5.75133,,,
1539798506.012441,4.02315,5.75261,,,
