Cell Model,VTC6VTC6
Cell Number,3
Power Level,23.15
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539803503.7351968,4.19633,0.000106812,,,
1539803503.8576634,4.15948,0.000106812,0,0,0
1539803503.9352548,4.15948,2.04961,,,
1539803504.0312803,4.15948,2.04961,,,
1539803504.1419635,4.07127,2.04961,,,
1539803504.239232,4.07127,5.68494,,,
1539803504.3370903,4.07127,5.68494,,,
1539803504.445172,4.06635,5.68494,,,
1539803504.541893,4.06635,5.69186,,,
1539803504.6391604,4.06635,5.69186,,,
1539803504.7327745,4.06635,5.69186,,,
1539803504.8376846,4.06287,5.69673,0,0,0
1539803504.9355266,4.06287,5.69673,,,
1539803505.0351422,4.06287,5.69673,,,
1539803505.133567,4.06,5.69673,,,
1539803505.235955,4.06,5.70058,,,
1539803505.3342578,4.06,5.70058,,,
1539803505.433911,4.06,5.70058,,,
1539803505.5343647,4.0575,5.7039,,,
1539803505.6312988,4.0575,5.7039,,,
1539803505.7456088,4.0575,5.7039,,,
1539803505.8438728,4.0553,5.7039,0,0,0
1539803505.930036,4.0553,5.70724,,,
1539803506.0304508,4.0553,5.70724,,,
1539803506.1449323,4.05325,5.70724,,,
1539803506.2409914,4.05325,5.71005,,,
1539803506.33646,4.05325,5.71005,,,
1539803506.4345486,4.05325,5.71005,,,
1539803506.5308075,4.05136,5.71262,,,
1539803506.6326585,4.05136,5.71262,,,
1539803506.7370918,4.05136,5.71262,,,
1539803506.8389082,4.04962,5.71262,0,0,0
1539803506.9354846,4.04962,5.71494,,,
1539803507.0395067,4.04962,5.71494,,,
1539803507.149578,4.04796,5.71494,,,
1539803507.2369366,4.04796,5.71748,,,
1539803507.3418381,4.04796,5.71748,,,
1539803507.4505415,4.04796,5.71748,,,
1539803507.5533412,4.04637,5.7198,,,
1539803507.6538358,4.04637,5.7198,,,
1539803507.7530496,4.04637,5.7198,,,
1539803507.8470201,4.04486,5.7198,0,0,0
1539803507.9483562,4.04486,5.72185,,,
1539803508.06026,4.04486,5.72185,,,
1539803508.1467834,4.0435,5.72185,,,
1539803508.2458591,4.0435,5.72365,,,
1539803508.3557837,4.0435,5.72365,,,
1539803508.4547596,4.0435,5.72365,,,
1539803508.5520787,4.04214,5.72543,,,
1539803508.644745,4.04214,5.72543,,,
1539803508.7540684,4.04214,5.72543,,,
1539803508.8498976,4.04077,5.72543,0,0,0
1539803508.9518921,4.04077,5.72749,,,
1539803509.0497925,4.04077,5.72749,,,
1539803509.1567109,4.03949,5.72749,,,
1539803509.2455118,4.03949,5.72954,,,
1539803509.3656123,4.03949,5.72954,,,
1539803509.4433372,4.03949,5.72954,,,
1539803509.55092,4.03828,5.73108,,,
1539803509.661786,4.03828,5.73108,,,
1539803509.7643156,4.03828,5.73108,0,0,0
1539803509.8622253,4.03706,5.73108,,,
1539803509.9588761,4.03706,5.73262,,,
1539803510.0687954,4.03706,5.73262,,,
1539803510.1590652,4.03593,5.73262,,,
1539803510.264639,4.03593,5.73415,,,
1539803510.361363,4.03593,5.73415,,,
1539803510.4522533,4.03593,5.73415,,,
1539803510.5544658,4.03481,5.73569,,,
1539803510.674044,4.03481,5.73569,,,
1539803510.7645273,4.03481,5.73569,0,0,0
1539803510.8598897,4.03374,5.73569,,,
1539803510.976981,4.03374,5.73723,,,
1539803511.0679865,4.03374,5.73723,,,
1539803511.1665242,4.03268,5.73723,,,
1539803511.266604,4.03268,5.73877,,,
1539803511.3693218,4.03268,5.73877,,,
1539803511.461628,4.03268,5.73877,,,
1539803511.5667412,4.03162,5.74031,,,
1539803511.6575265,4.03162,5.74031,,,
1539803511.7522593,4.03162,5.74031,,,
1539803511.8579948,4.03064,5.74031,0,0,0
1539803511.9575431,4.03064,5.74184,,,
1539803512.0561073,4.03064,5.74184,,,
1539803512.153517,4.02965,5.74184,,,
1539803512.2733781,4.02965,5.74312,,,
1539803512.3697097,4.02965,5.74312,,,
1539803512.46021,4.02965,5.74312,,,
1539803512.557516,4.02867,5.74466,,,
1539803512.6682048,4.02867,5.74466,,,
1539803512.7674735,4.02867,5.74466,0,0,0
1539803512.8645475,4.02776,5.74466,,,
1539803512.9599657,4.02776,5.74568,,,
1539803513.0626068,4.02776,5.74568,,,
1539803513.1690984,4.02686,5.74568,,,
1539803513.260868,4.02686,5.74722,,,
1539803513.3557332,4.02686,5.74722,,,
1539803513.4647088,4.02686,5.74722,,,
1539803513.5664778,4.02594,5.74825,,,
1539803513.6627707,4.02594,5.74825,,,
1539803513.7641096,4.02594,5.74825,0,0,0
1539803513.870903,4.02512,5.74825,,,
1539803513.9708889,4.02512,5.74979,,,
1539803514.0649886,4.02512,5.74979,,,
1539803514.1773977,4.02428,5.74979,,,
1539803514.2712808,4.02428,5.75107,,,
1539803514.380662,4.02428,5.75107,,,
1539803514.4789407,4.02428,5.75107,,,
1539803514.5768747,4.02345,5.75209,,,
1539803514.6754696,4.02345,5.75209,,,
1539803514.7761228,4.02345,5.75209,0,0,0
1539803514.8766174,4.02261,5.75209,,,
1539803514.977581,4.02261,5.75337,,,
1539803515.0794218,4.02261,5.75337,,,
1539803515.18181,4.02179,5.75337,,,
1539803515.2943342,4.02179,5.75439,,,
1539803515.390346,4.02179,5.75439,,,
1539803515.4899468,4.02179,5.75439,,,
1539803515.5917168,4.02095,5.75543,,,
1539803515.690676,4.02095,5.75543,,,
1539803515.7855275,4.02095,5.75543,0,0,0
1539803515.8916132,4.0202,5.75671,,,
1539803515.9847367,4.0202,5.75671,,,
1539803516.0817857,4.0202,5.75671,,,
1539803516.1835673,4.01944,5.75671,,,
1539803516.285881,4.01944,5.75748,,,
1539803516.3879125,4.01944,5.75748,,,
