Cell Model,VTC6VTC6
Cell Number,3
Power Level,23.15
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539783365.7531035,4.19618,0.000106812,,,
1539783365.8552556,4.16992,1.55261,0,0,0
1539783365.9733505,4.16992,1.55261,,,
1539783366.058325,4.16992,1.55261,,,
1539783366.1418018,4.07271,1.55261,,,
1539783366.2579336,4.07271,5.68289,,,
1539783366.3425276,4.07271,5.68289,,,
1539783366.4393117,4.06786,5.68289,,,
1539783366.5383835,4.06786,5.68956,,,
1539783366.6455455,4.06786,5.68956,,,
1539783366.755643,4.06786,5.68956,,,
1539783366.847893,4.06438,5.69417,0,0,0
1539783366.9456327,4.06438,5.69417,,,
1539783367.0480995,4.06438,5.69417,,,
1539783367.1511815,4.06151,5.69417,,,
1539783367.244713,4.06151,5.69852,,,
1539783367.3479187,4.06151,5.69852,,,
1539783367.4487612,4.05901,5.69852,,,
1539783367.5478468,4.05901,5.70186,,,
1539783367.6440482,4.05901,5.70186,,,
1539783367.745174,4.05901,5.70186,,,
1539783367.8499298,4.05675,5.70493,0,0,0
1539783367.9627676,4.05675,5.70493,,,
1539783368.0519238,4.05675,5.70493,,,
1539783368.1482134,4.0547,5.70493,,,
1539783368.2458544,4.0547,5.70801,,,
1539783368.3540351,4.0547,5.70801,,,
1539783368.459351,4.05281,5.70801,,,
1539783368.5471144,4.05281,5.71057,,,
1539783368.6492507,4.05281,5.71057,,,
1539783368.750755,4.05281,5.71057,,,
1539783368.8470016,4.05107,5.71313,0,0,0
1539783368.9429524,4.05107,5.71313,,,
1539783369.0507715,4.05107,5.71313,,,
1539783369.1531484,4.04933,5.71313,,,
1539783369.2620602,4.04933,5.71544,,,
1539783369.3752658,4.04933,5.71544,,,
1539783369.4568539,4.04773,5.71544,,,
1539783369.5523717,4.04773,5.71774,,,
1539783369.655996,4.04773,5.71774,,,
1539783369.7640162,4.04773,5.71774,,,
1539783369.8573222,4.04622,5.72005,0,0,0
1539783369.9535818,4.04622,5.72005,,,
1539783370.0621238,4.04622,5.72005,,,
1539783370.1574676,4.04478,5.72005,,,
1539783370.2504745,4.04478,5.72185,,,
1539783370.3507884,4.04478,5.72185,,,
1539783370.4538732,4.04478,5.72185,,,
1539783370.5502758,4.04335,5.72365,,,
1539783370.647417,4.04335,5.72365,,,
1539783370.7469287,4.04335,5.72365,,,
1539783370.845044,4.04207,5.72543,0,0,0
1539783370.9701886,4.04207,5.72543,,,
1539783371.0705795,4.04207,5.72543,,,
1539783371.155852,4.04077,5.72543,,,
1539783371.2505999,4.04077,5.72749,,,
1539783371.3582287,4.04077,5.72749,,,
1539783371.4647672,4.03949,5.72749,,,
1539783371.554391,4.03949,5.72954,,,
1539783371.6577563,4.03949,5.72954,,,
1539783371.760604,4.03949,5.72954,,,
1539783371.8557715,4.03828,5.73108,0,0,0
1539783371.9505394,4.03828,5.73108,,,
1539783372.054682,4.03828,5.73108,,,
1539783372.1579869,4.03714,5.73108,,,
1539783372.2574189,4.03714,5.73262,,,
1539783372.3606586,4.03714,5.73262,,,
1539783372.455678,4.03714,5.73262,,,
1539783372.559592,4.03601,5.73415,,,
1539783372.6699603,4.03601,5.73415,,,
1539783372.7781255,4.03601,5.73415,,,
1539783372.8581634,4.03488,5.73569,0,0,0
1539783372.9650168,4.03488,5.73569,,,
