Cell Model,VTC6
Cell Number,3
Power Level,23.15
Load,1
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540356117.6694703,4.19724,0.000106812,,,
1540356117.7820625,4.19724,0.000106812,0,0,0
1540356117.8524117,4.12944,0.000106812,,,
1540356117.9481254,4.12944,3.79716,,,
1540356118.0623631,4.12944,3.79716,,,
1540356118.1489484,4.08337,3.79716,,,
1540356118.2479827,4.08337,5.66777,,,
1540356118.3469899,4.08337,5.66777,,,
1540356118.4536915,4.08337,5.66777,,,
1540356118.5612535,4.0799,5.67238,,,
1540356118.6449857,4.0799,5.67238,,,
1540356118.749435,4.0799,5.67238,0,0,0
1540356118.848615,4.07724,5.67238,,,
1540356118.9506533,4.07724,5.67622,,,
1540356119.0496304,4.07724,5.67622,,,
1540356119.1507642,4.07504,5.67622,,,
1540356119.2508554,4.07504,5.67931,,,
1540356119.3653898,4.07504,5.67931,,,
1540356119.4706976,4.07504,5.67931,,,
1540356119.5518646,4.07309,5.68187,,,
1540356119.6526988,4.07309,5.68187,,,
1540356119.758886,4.07309,5.68187,0,0,0
1540356119.8661904,4.07133,5.68187,,,
1540356119.9882596,4.07133,5.68417,,,
1540356120.0560951,4.07133,5.68417,,,
1540356120.1528828,4.07133,5.68417,,,
1540356120.2558358,4.06967,5.68674,,,
1540356120.353506,4.06967,5.68674,,,
1540356120.4528754,4.06967,5.68674,,,
1540356120.5527241,4.06808,5.68904,,,
1540356120.665371,4.06808,5.68904,,,
1540356120.7507274,4.06808,5.68904,0,0,0
1540356120.850758,4.06665,5.68904,,,
1540356120.9536037,4.06665,5.69084,,,
1540356121.059079,4.06665,5.69084,,,
1540356121.1667209,4.06529,5.69084,,,
1540356121.2531528,4.06529,5.69263,,,
1540356121.3564055,4.06529,5.69263,,,
1540356121.4594023,4.06529,5.69263,,,
1540356121.5609007,4.06401,5.69443,,,
1540356121.6571999,4.06401,5.69443,,,
1540356121.759479,4.06401,5.69443,0,0,0
1540356121.8593974,4.06279,5.69443,,,
1540356121.959551,4.06279,5.69621,,,
1540356122.0592928,4.06279,5.69621,,,
1540356122.156044,4.06279,5.69621,,,
1540356122.2613876,4.06158,5.69827,,,
1540356122.3676918,4.06158,5.69827,,,
1540356122.473356,4.06158,5.69827,,,
1540356122.5575178,4.06044,5.69955,,,
1540356122.6613696,4.06044,5.69955,,,
1540356122.7680664,4.06044,5.69955,0,0,0
1540356122.8705697,4.05931,5.69955,,,
1540356122.957042,4.05931,5.70108,,,
1540356123.0628123,4.05931,5.70108,,,
1540356123.1624942,4.05931,5.70108,,,
