Cell Model,30Q
Cell Number,10
Power Level,34.73
Load,2
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540729626.8757603,4.18439,0.000228882,,,
1540729626.974523,4.18439,1.05614,0,0,0
1540729627.074901,4.18439,1.05614,,,
1540729627.180129,4.18439,1.05614,,,
1540729627.291522,4.00212,8.67805,,,
1540729627.373757,4.00212,8.67805,,,
1540729627.4751358,4.00212,8.67805,,,
1540729627.5980787,3.99333,8.69606,,,
1540729627.6836405,3.99333,8.69606,,,
1540729627.7754834,3.99333,8.69606,,,
1540729627.8754807,3.98758,8.69606,,,
1540729627.9762974,3.98758,8.70866,0,0,0
1540729628.0962963,3.98758,8.70866,,,
1540729628.1782577,3.98758,8.70866,,,
1540729628.2764907,3.98289,8.71869,,,
1540729628.398794,3.98289,8.71869,,,
1540729628.4866488,3.98289,8.71869,,,
1540729628.576047,3.97881,8.72769,,,
1540729628.6761122,3.97881,8.72769,,,
1540729628.777283,3.97881,8.72769,,,
1540729628.886268,3.97525,8.72769,,,
1540729628.9938943,3.97525,8.73541,0,0,0
1540729629.0765274,3.97525,8.73541,,,
1540729629.1983628,3.97525,8.73541,,,
1540729629.2802892,3.97191,8.74287,,,
1540729629.385764,3.97191,8.74287,,,
1540729629.477121,3.97191,8.74287,,,
1540729629.577119,3.96896,8.74287,,,
1540729629.6783664,3.96896,8.74931,,,
1540729629.800231,3.96896,8.74931,,,
1540729629.8782516,3.96608,8.74931,,,
1540729629.996948,3.96608,8.75548,0,0,0
1540729630.0883627,3.96608,8.75548,,,
1540729630.190885,3.96608,8.75548,,,
1540729630.278372,3.96352,8.7614,,,
1540729630.3792362,3.96352,8.7614,,,
1540729630.478532,3.96352,8.7614,,,
1540729630.586252,3.96101,8.7668,,,
1540729630.6966233,3.96101,8.7668,,,
1540729630.7944694,3.96101,8.7668,,,
1540729630.8880556,3.95866,8.7668,,,
1540729630.9793837,3.95866,8.77168,0,0,0
1540729631.0888536,3.95866,8.77168,,,
1540729631.1793892,3.95866,8.77168,,,
1540729631.2801056,3.95639,8.77708,,,
1540729631.3803802,3.95639,8.77708,,,
1540729631.4998813,3.95639,8.77708,,,
1540729631.5919511,3.95427,8.77708,,,
1540729631.6885073,3.95427,8.78146,,,
1540729631.780852,3.95427,8.78146,,,
1540729631.8893726,3.95224,8.78146,,,
1540729631.9978678,3.95224,8.78609,0,0,0
1540729632.0811222,3.95224,8.78609,,,
1540729632.1812606,3.95224,8.78609,,,
1540729632.2811022,3.95027,8.79021,,,
1540729632.398715,3.95027,8.79021,,,
1540729632.4943798,3.95027,8.79021,,,
1540729632.5816019,3.94838,8.79021,,,
1540729632.6824875,3.94838,8.79483,,,
1540729632.8008287,3.94838,8.79483,,,
1540729632.8844793,3.94838,8.79483,,,
1540729632.9833531,3.94655,8.79869,0,0,0
1540729633.0833642,3.94655,8.79869,,,
1540729633.1978884,3.94655,8.79869,,,
1540729633.2982185,3.94481,8.80255,,,
1540729633.3827453,3.94481,8.80255,,,
1540729633.484478,3.94481,8.80255,,,
1540729633.5838633,3.94315,8.80255,,,
1540729633.6903355,3.94315,8.80615,,,
1540729633.7842143,3.94315,8.80615,,,
1540729633.8845973,3.94315,8.80615,,,
1540729633.984864,3.94148,8.81001,0,0,0
1540729634.1268167,3.94148,8.81001,,,
1540729634.2165978,3.94148,8.81001,,,
1540729634.2884443,3.93982,8.81387,,,
1540729634.385968,3.93982,8.81387,,,
1540729634.4965792,3.93982,8.81387,,,
1540729634.5854585,3.93831,8.81387,,,
1540729634.6859639,3.93831,8.81721,,,
1540729634.7862089,3.93831,8.81721,,,
1540729634.8900433,3.93831,8.81721,,,
1540729635.0098467,3.9368,8.8203,0,0,0
1540729635.087202,3.9368,8.8203,,,
1540729635.1866908,3.9368,8.8203,,,
1540729635.2873514,3.93535,8.82364,,,
1540729635.3948483,3.93535,8.82364,,,
1540729635.486339,3.93535,8.82364,,,
1540729635.5863247,3.93391,8.82364,,,
1540729635.686213,3.93391,8.827,,,
1540729635.8231814,3.93391,8.827,,,
1540729635.8884425,3.93391,8.827,,,
1540729635.9880297,3.93256,8.83008,0,0,0
1540729636.088075,3.93256,8.83008,,,
1540729636.19593,3.93256,8.83008,,,
1540729636.3054395,3.93118,8.83316,,,
1540729636.3881984,3.93118,8.83316,,,
1540729636.4884815,3.93118,8.83316,,,
1540729636.6112587,3.92982,8.83316,,,
1540729636.6954515,3.92982,8.836,,,
1540729636.7890732,3.92982,8.836,,,
1540729636.889061,3.92982,8.836,,,
1540729636.9884236,3.92854,8.83882,0,0,0
1540729637.1108077,3.92854,8.83882,,,
1540729637.1943276,3.92854,8.83882,,,
1540729637.2891395,3.92726,8.84164,,,
1540729637.4121563,3.92726,8.84164,,,
1540729637.502075,3.92726,8.84164,,,
1540729637.588886,3.92604,8.84164,,,
1540729637.6890447,3.92604,8.84474,,,
1540729637.789314,3.92604,8.84474,,,
1540729637.8971868,3.92604,8.84474,,,
1540729638.0060263,3.92484,8.84756,0,0,0
1540729638.089784,3.92484,8.84756,,,
1540729638.2129245,3.92484,8.84756,,,
1540729638.293557,3.92361,8.85014,,,
1540729638.399541,3.92361,8.85014,,,
1540729638.490804,3.92361,8.85014,,,
1540729638.5907986,3.92249,8.85014,,,
1540729638.690795,3.92249,8.85271,,,
1540729638.8112016,3.92249,8.85271,,,
1540729638.8949318,3.92249,8.85271,,,
1540729639.0096729,3.92128,8.85529,0,0,0
1540729639.096914,3.92128,8.85529,,,
1540729639.2008998,3.92128,8.85529,,,
1540729639.3096883,3.92021,8.85529,,,
1540729639.3917992,3.92021,8.8576,,,
1540729639.4921618,3.92021,8.8576,,,
1540729639.5931778,3.91908,8.8576,,,
1540729639.7014353,3.91908,8.86017,,,
1540729639.8081067,3.91908,8.86017,,,
1540729639.901443,3.91908,8.86017,,,
1540729639.9944053,3.91801,8.86275,0,0,0
1540729640.1117785,3.91801,8.86275,,,
1540729640.1945262,3.91801,8.86275,,,
1540729640.2934318,3.91696,8.86275,,,
1540729640.3947861,3.91696,8.86531,,,
1540729640.5015152,3.91696,8.86531,,,
1540729640.6200194,3.91589,8.86531,,,
1540729640.7066286,3.91589,8.86763,,,
1540729640.7965279,3.91589,8.86763,,,
1540729640.8961558,3.91589,8.86763,,,
1540729641.0002933,3.91492,8.86995,0,0,0
1540729641.097174,3.91492,8.86995,,,
1540729641.195519,3.91492,8.86995,,,
1540729641.2961502,3.91393,8.86995,,,
1540729641.4265022,3.91393,8.87201,,,
1540729641.5240376,3.91393,8.87201,,,
1540729641.5984144,3.91295,8.87201,,,
1540729641.696649,3.91295,8.87405,,,
1540729641.8063653,3.91295,8.87405,,,
1540729641.896778,3.91295,8.87405,,,
1540729641.9958897,3.91196,8.87611,0,0,0
1540729642.096153,3.91196,8.87611,,,
1540729642.2120929,3.91196,8.87611,,,
1540729642.3157604,3.91106,8.87611,,,
1540729642.3963838,3.91106,8.87843,,,
1540729642.4981892,3.91106,8.87843,,,
1540729642.59639,3.91106,8.87843,,,
1540729642.706613,3.91006,8.88075,,,
1540729642.7970035,3.91006,8.88075,,,
1540729642.8971226,3.91006,8.88075,,,
1540729642.9976082,3.90916,8.88281,0,0,0
1540729643.1412237,3.90916,8.88281,,,
1540729643.2306561,3.90916,8.88281,,,
1540729643.3011177,3.90825,8.88281,,,
1540729643.3978846,3.90825,8.88486,,,
1540729643.5126295,3.90825,8.88486,,,
1540729643.6217782,3.90742,8.88486,,,
1540729643.6991465,3.90742,8.88692,,,
1540729643.798883,3.90742,8.88692,,,
1540729643.9084187,3.90742,8.88692,,,
1540729644.020512,3.90651,8.88898,0,0,0
1540729644.0989995,3.90651,8.88898,,,
1540729644.1990056,3.90651,8.88898,,,
1540729644.2990148,3.90561,8.88898,,,
1540729644.4056513,3.90561,8.89078,,,
1540729644.4991243,3.90561,8.89078,,,
1540729644.5992703,3.90561,8.89078,,,
1540729644.699516,3.90477,8.89258,,,
1540729644.8357549,3.90477,8.89258,,,
1540729644.905402,3.90477,8.89258,0,0,0
1540729645.0013561,3.90395,8.89438,,,
1540729645.1001117,3.90395,8.89438,,,
1540729645.2133996,3.90395,8.89438,,,
1540729645.3018649,3.90311,8.89438,,,
1540729645.403879,3.90311,8.8967,,,
1540729645.5036204,3.90311,8.8967,,,
1540729645.629609,3.90227,8.8967,,,
1540729645.7158098,3.90227,8.8985,,,
1540729645.8051264,3.90227,8.8985,,,
1540729645.90447,3.90227,8.8985,,,
1540729646.0044825,3.90152,8.9003,0,0,0
1540729646.1073303,3.90152,8.9003,,,
1540729646.2057407,3.90152,8.9003,,,
1540729646.3047545,3.90076,8.9003,,,
1540729646.4047675,3.90076,8.9021,,,
1540729646.5223005,3.90076,8.9021,,,
1540729646.6264226,3.90001,8.9021,,,
1540729646.7054346,3.90001,8.90364,,,
1540729646.8045652,3.90001,8.90364,,,
1540729646.9081194,3.90001,8.90364,,,
1540729647.0146234,3.89917,8.90544,0,0,0
1540729647.1306877,3.89917,8.90544,,,
1540729647.2071097,3.89917,8.90544,,,
1540729647.3047493,3.89842,8.90544,,,
1540729647.4277973,3.89842,8.90698,,,
1540729647.5092432,3.89842,8.90698,,,
1540729647.604848,3.89842,8.90698,,,
1540729647.7051256,3.89774,8.90878,,,
1540729647.8183942,3.89774,8.90878,,,
1540729647.9330735,3.89774,8.90878,,,
1540729648.0116117,3.89697,8.91032,0,0,0
1540729648.1047118,3.89697,8.91032,,,
1540729648.2114651,3.89697,8.91032,,,
1540729648.3239639,3.8963,8.91032,,,
1540729648.406735,3.8963,8.91212,,,
1540729648.5060802,3.8963,8.91212,,,
1540729648.6070995,3.8963,8.91212,,,
1540729648.7238193,3.89554,8.91342,,,
1540729648.8154922,3.89554,8.91342,,,
1540729648.9066098,3.89554,8.91342,,,
1540729649.0067186,3.89485,8.91548,0,0,0
1540729649.12646,3.89485,8.91548,,,
1540729649.2094648,3.89485,8.91548,,,
1540729649.3067126,3.8941,8.91548,,,
1540729649.4070811,3.8941,8.91728,,,
1540729649.534902,3.8941,8.91728,,,
1540729649.6240976,3.8941,8.91728,,,
1540729649.707342,3.89349,8.91856,,,
1540729649.807833,3.89349,8.91856,,,
1540729649.9088528,3.89349,8.91856,,,
1540729650.0160902,3.89281,8.9201,0,0,0
1540729650.1080613,3.89281,8.9201,,,
1540729650.2082112,3.89281,8.9201,,,
1540729650.3155477,3.89206,8.9201,,,
1540729650.451717,3.89206,8.92191,,,
1540729650.5437758,3.89206,8.92191,,,
1540729650.61247,3.89206,8.92191,,,
1540729650.7098527,3.89145,8.92345,,,
1540729650.8245208,3.89145,8.92345,,,
1540729650.9109287,3.89145,8.92345,,,
1540729651.0115612,3.89076,8.92345,0,0,0
1540729651.111423,3.89076,8.92473,,,
1540729651.2244377,3.89076,8.92473,,,
