Cell Model,VTC6
Cell Number,10
Power Level,34.73
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540220800.533375,4.19603,0.000106812,,,
1540220800.622554,4.19603,0.000106812,0,0,0
1540220800.745008,4.0808,5.57959,,,
1540220800.8375514,4.0808,5.57959,,,
1540220800.923035,4.0808,5.57959,,,
1540220801.0215695,3.98962,5.57959,,,
1540220801.127917,3.98962,8.70409,,,
1540220801.236188,3.98962,8.70409,,,
1540220801.3396807,3.98962,8.70409,,,
1540220801.422391,3.98192,8.72075,,,
1540220801.5476947,3.98192,8.72075,,,
1540220801.6256711,3.98192,8.72075,0,0,0
1540220801.7336445,3.97624,8.73331,,,
1540220801.8259559,3.97624,8.73331,,,
1540220801.9267952,3.97624,8.73331,,,
1540220802.0246613,3.97147,8.73331,,,
1540220802.1427805,3.97147,8.7433,,,
1540220802.2256608,3.97147,8.7433,,,
1540220802.356081,3.97147,8.7433,,,
1540220802.429468,3.96739,8.75227,,,
1540220802.5347097,3.96739,8.75227,,,
1540220802.642119,3.96739,8.75227,0,0,0
1540220802.7374303,3.96376,8.76047,,,
1540220802.8366559,3.96376,8.76047,,,
1540220802.9355247,3.96376,8.76047,,,
1540220803.0506454,3.96036,8.76047,,,
1540220803.1769319,3.96036,8.76765,,,
1540220803.2447953,3.96036,8.76765,,,
1540220803.3371098,3.96036,8.76765,,,
1540220803.4470856,3.95732,8.77457,,,
1540220803.5362687,3.95732,8.77457,,,
1540220803.637653,3.95732,8.77457,0,0,0
1540220803.7377343,3.95445,8.78098,,,
1540220803.849173,3.95445,8.78098,,,
1540220803.9683301,3.95445,8.78098,,,
1540220804.047719,3.9518,8.78098,,,
1540220804.13817,3.9518,8.78662,,,
1540220804.2404041,3.9518,8.78662,,,
1540220804.355769,3.9518,8.78662,,,
1540220804.44405,3.94923,8.79251,,,
1540220804.5435808,3.94923,8.79251,,,
1540220804.642882,3.94923,8.79251,0,0,0
1540220804.7571032,3.94688,8.79251,,,
1540220804.8437598,3.94688,8.79764,,,
1540220804.9385116,3.94688,8.79764,,,
1540220805.0467281,3.94461,8.79764,,,
1540220805.1469684,3.94461,8.80276,,,
1540220805.2387545,3.94461,8.80276,,,
1540220805.3395581,3.94461,8.80276,,,
1540220805.4395504,3.94249,8.80739,,,
1540220805.592817,3.94249,8.80739,,,
1540220805.6765726,3.94249,8.80739,0,0,0
1540220805.7405488,3.94038,8.80739,,,
1540220805.8399782,3.94038,8.81226,,,
1540220805.957392,3.94038,8.81226,,,
1540220806.039991,3.93842,8.81226,,,
1540220806.145618,3.93842,8.8166,,,
1540220806.243929,3.93842,8.8166,,,
1540220806.363736,3.93842,8.8166,,,
1540220806.4546201,3.93652,8.82071,,,
1540220806.5398638,3.93652,8.82071,,,
1540220806.6399622,3.93652,8.82071,0,0,0
1540220806.745907,3.93463,8.82071,,,
1540220806.8461378,3.93463,8.82532,,,
1540220806.9438717,3.93463,8.82532,,,
1540220807.0413616,3.93463,8.82532,,,
1540220807.1502578,3.93289,8.82916,,,
1540220807.2902784,3.93289,8.82916,,,
1540220807.3682196,3.93289,8.82916,,,
1540220807.448433,3.93115,8.83276,,,
1540220807.543418,3.93115,8.83276,,,
1540220807.6463623,3.93115,8.83276,0,0,0
1540220807.759462,3.92957,8.83276,,,
1540220807.841877,3.92957,8.83635,,,
1540220807.9458547,3.92957,8.83635,,,
1540220808.05252,3.92957,8.83635,,,
1540220808.1582208,3.92789,8.84044,,,
1540220808.2467945,3.92789,8.84044,,,
1540220808.345205,3.92789,8.84044,,,
1540220808.4445417,3.9263,8.84378,,,
1540220808.5705798,3.9263,8.84378,,,
1540220808.6725645,3.9263,8.84378,0,0,0
1540220808.7493038,3.92487,8.84378,,,
1540220808.8462226,3.92487,8.84711,,,
1540220808.9504905,3.92487,8.84711,,,
1540220809.064839,3.92336,8.84711,,,
1540220809.1537151,3.92336,8.85045,,,
1540220809.2496524,3.92336,8.85045,,,
1540220809.3531158,3.92336,8.85045,,,
1540220809.4648435,3.92192,8.85326,,,
1540220809.547701,3.92192,8.85326,,,
1540220809.6796272,3.92192,8.85326,0,0,0
