Cell Model,VTC6
Cell Number,10
Power Level,23.15
Load,1
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540696106.9862826,4.19641,0.000106812,,,
1540696107.0827398,4.19641,0.000106812,0,0,0
1540696107.1850073,4.19641,0.000106812,,,
1540696107.2976844,4.11288,4.50024,,,
1540696107.4108908,4.11288,4.50024,,,
1540696107.5041265,4.11288,4.50024,,,
1540696107.5822465,4.07838,5.67468,,,
1540696107.6834419,4.07838,5.67468,,,
1540696107.801434,4.07838,5.67468,,,
1540696107.8976758,4.07445,5.67468,,,
1540696107.993883,4.07445,5.68007,,,
1540696108.089577,4.07445,5.68007,0,0,0
1540696108.1880126,4.07445,5.68007,,,
1540696108.2883923,4.07141,5.68417,,,
1540696108.3915668,4.07141,5.68417,,,
1540696108.492885,4.07141,5.68417,,,
1540696108.5979052,4.06877,5.68802,,,
1540696108.7058036,4.06877,5.68802,,,
1540696108.8084593,4.06877,5.68802,,,
1540696108.8928401,4.0665,5.68802,,,
1540696108.9972305,4.0665,5.69109,,,
1540696109.117454,4.0665,5.69109,0,0,0
1540696109.1998577,4.06438,5.69109,,,
1540696109.2963407,4.06438,5.69391,,,
1540696109.4021988,4.06438,5.69391,,,
1540696109.4980078,4.06438,5.69391,,,
1540696109.6310568,4.06248,5.69673,,,
1540696109.7254164,4.06248,5.69673,,,
1540696109.8038867,4.06248,5.69673,,,
1540696109.9082427,4.06067,5.69673,,,
1540696110.0139627,4.06067,5.69955,,,
1540696110.1178653,4.06067,5.69955,0,0,0
1540696110.2018254,4.06067,5.69955,,,
1540696110.2980766,4.05893,5.70186,,,
1540696110.407998,4.05893,5.70186,,,
1540696110.5134225,4.05893,5.70186,,,
1540696110.608909,4.05727,5.7039,,,
1540696110.7172532,4.05727,5.7039,,,
1540696110.8142495,4.05727,5.7039,,,
1540696110.9144237,4.05576,5.7039,,,
1540696111.0075696,4.05576,5.70596,,,
1540696111.1032383,4.05576,5.70596,0,0,0
1540696111.2079766,4.05576,5.70596,,,
1540696111.3119385,4.05432,5.70827,,,
1540696111.428599,4.05432,5.70827,,,
1540696111.504429,4.05432,5.70827,,,
1540696111.6094272,4.05296,5.71005,,,
1540696111.7349992,4.05296,5.71005,,,
1540696111.8305151,4.05296,5.71005,,,
1540696111.9200647,4.05167,5.71005,,,
1540696112.0180542,4.05167,5.71185,,,
1540696112.1189528,4.05167,5.71185,0,0,0
1540696112.2175164,4.05038,5.71185,,,
1540696112.3136606,4.05038,5.71365,,,
1540696112.4216974,4.05038,5.71365,,,
1540696112.5228791,4.05038,5.71365,,,
1540696112.6229517,4.04918,5.71544,,,
1540696112.7209313,4.04918,5.71544,,,
1540696112.8186178,4.04918,5.71544,,,
1540696112.9242787,4.04796,5.71544,,,
1540696113.0400512,4.04796,5.71698,,,
1540696113.1379018,4.04796,5.71698,0,0,0
1540696113.2257905,4.04683,5.71698,,,
1540696113.3185108,4.04683,5.71902,,,
1540696113.4254239,4.04683,5.71902,,,
1540696113.5325308,4.04683,5.71902,,,
1540696113.6323638,4.04578,5.72031,,,
1540696113.7282386,4.04578,5.72031,,,
1540696113.8236446,4.04578,5.72031,,,
1540696113.921738,4.04463,5.72031,,,
1540696114.0183573,4.04463,5.72185,,,
1540696114.122964,4.04463,5.72185,0,0,0
1540696114.2340083,4.04366,5.72185,,,
1540696114.3467064,4.04366,5.72313,,,
1540696114.4435122,4.04366,5.72313,,,
1540696114.5271642,4.04366,5.72313,,,
1540696114.62298,4.04259,5.72441,,,
1540696114.7445815,4.04259,5.72441,,,
1540696114.8391225,4.04259,5.72441,,,
1540696114.9333642,4.04161,5.72441,,,
1540696115.0275948,4.04161,5.72569,0,0,0
1540696115.1237988,4.04161,5.72569,,,
1540696115.2251081,4.0407,5.72569,,,
1540696115.3338907,4.0407,5.72723,,,
1540696115.435893,4.0407,5.72723,,,
1540696115.5343728,4.0407,5.72723,,,
