Cell Model,VTC6
Cell Number,4
Power Level,23.15
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1540762756.2497087,4.19511,0.000106812,,,
1540762756.3444176,4.17061,1.37781,0,0,0
1540762756.463217,4.17061,1.37781,,,
1540762756.5371392,4.17061,1.37781,,,
1540762756.647856,4.04637,5.72005,,,
1540762756.741629,4.04637,5.72005,,,
1540762756.8536022,4.04637,5.72005,,,
1540762756.9594831,4.03903,5.72005,,,
1540762757.0432239,4.03903,5.7298,,,
1540762757.1424778,4.03903,5.7298,,,
1540762757.2500837,4.03903,5.7298,,,
1540762757.3521082,4.03481,5.73543,0,0,0
1540762757.4531624,4.03481,5.73543,,,
1540762757.5665677,4.03481,5.73543,,,
1540762757.649456,4.03146,5.74031,,,
1540762757.7667408,4.03146,5.74031,,,
1540762757.879954,4.03146,5.74031,,,
1540762757.9529152,4.02867,5.74031,,,
1540762758.0506067,4.02867,5.7444,,,
1540762758.1659718,4.02867,5.7444,,,
1540762758.2908773,4.02609,5.7444,,,
1540762758.3822072,4.02609,5.74799,0,0,0
1540762758.4578025,4.02609,5.74799,,,
1540762758.5551474,4.02609,5.74799,,,
1540762758.6570127,4.02383,5.75133,,,
1540762758.753708,4.02383,5.75133,,,
1540762758.851814,4.02383,5.75133,,,
1540762758.954586,4.02171,5.75133,,,
1540762759.0529325,4.02171,5.75415,,,
1540762759.1535645,4.02171,5.75415,,,
1540762759.2526758,4.02171,5.75415,,,
1540762759.3553371,4.01974,5.75671,0,0,0
1540762759.4631815,4.01974,5.75671,,,
1540762759.5686007,4.01974,5.75671,,,
1540762759.6581419,4.01793,5.75952,,,
1540762759.755211,4.01793,5.75952,,,
1540762759.8561404,4.01793,5.75952,,,
1540762759.9568079,4.01627,5.75952,,,
1540762760.0547638,4.01627,5.76208,,,
1540762760.1557124,4.01627,5.76208,,,
1540762760.2555912,4.01627,5.76208,,,
1540762760.3729832,4.0146,5.7644,0,0,0
1540762760.4869113,4.0146,5.7644,,,
1540762760.5860338,4.0146,5.7644,,,
1540762760.6628473,4.01309,5.76645,,,
1540762760.76719,4.01309,5.76645,,,
1540762760.8680465,4.01309,5.76645,,,
1540762760.9678311,4.01157,5.76645,,,
1540762761.0642176,4.01157,5.76849,,,
1540762761.1640835,4.01157,5.76849,,,
1540762761.281517,4.01157,5.76849,,,
1540762761.3895698,4.01021,5.7708,0,0,0
1540762761.4654415,4.01021,5.7708,,,
1540762761.5633178,4.01021,5.7708,,,
1540762761.673789,4.00885,5.77286,,,
1540762761.779029,4.00885,5.77286,,,
1540762761.8698263,4.00885,5.77286,,,
1540762761.965554,4.00757,5.77286,,,
1540762762.0733914,4.00757,5.77464,,,
1540762762.1737998,4.00757,5.77464,,,
1540762762.270042,4.00757,5.77464,,,
1540762762.3676784,4.00627,5.77618,0,0,0
1540762762.466423,4.00627,5.77618,,,
1540762762.5902534,4.00627,5.77618,,,
1540762762.6943994,4.00514,5.77773,,,
1540762762.7686937,4.00514,5.77773,,,
1540762762.8681045,4.00514,5.77773,,,
1540762762.9784558,4.00394,5.77773,,,
1540762763.086126,4.00394,5.77953,,,
1540762763.1724885,4.00394,5.77953,,,
1540762763.269539,4.00394,5.77953,,,
1540762763.3684897,4.00279,5.78157,0,0,0
1540762763.4760382,4.00279,5.78157,,,
1540762763.5668197,4.00279,5.78157,,,
1540762763.6694973,4.00174,5.78157,,,
1540762763.771224,4.00174,5.78311,,,
1540762763.8792942,4.00174,5.78311,,,
1540762763.9746177,4.00067,5.78311,,,
1540762764.081892,4.00067,5.78439,,,
1540762764.1689174,4.00067,5.78439,,,
1540762764.2809014,4.00067,5.78439,,,
1540762764.3953207,3.99969,5.78593,0,0,0
1540762764.4820604,3.99969,5.78593,,,
1540762764.5707972,3.99969,5.78593,,,
1540762764.675976,3.9987,5.78722,,,
1540762764.7900984,3.9987,5.78722,,,
1540762764.8751721,3.9987,5.78722,,,
1540762764.9737852,3.99773,5.78722,,,
1540762765.07875,3.99773,5.78874,,,
1540762765.18879,3.99773,5.78874,,,
1540762765.2755165,3.99773,5.78874,0,0,0
1540762765.3737395,3.99683,5.79002,,,
1540762765.4815035,3.99683,5.79002,,,
1540762765.614439,3.99683,5.79002,,,
1540762765.6841068,3.99583,5.79002,,,
1540762765.7792418,3.99583,5.79156,,,
1540762765.8797858,3.99583,5.79156,,,
1540762765.9810863,3.99501,5.79156,,,
1540762766.104864,3.99501,5.79285,,,
1540762766.1821806,3.99501,5.79285,,,
1540762766.2788792,3.99501,5.79285,,,
1540762766.3904858,3.99409,5.79413,0,0,0
1540762766.499048,3.99409,5.79413,,,
1540762766.5838401,3.99409,5.79413,,,
1540762766.6814892,3.99326,5.79413,,,
1540762766.7873158,3.99326,5.79515,,,
1540762766.8867102,3.99326,5.79515,,,
1540762766.980836,3.99243,5.79515,,,
1540762767.0807447,3.99243,5.79617,,,
