Cell Model,VTC6
Cell Number,1
Power Level,34.73
Load,1
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539630664.5438745,4.19542,0.000106812,0,0,0
1539630664.6393251,4.12491,0.000106812,0,0,0
1539630664.7368798,4.12491,3.6339,,,
1539630664.8372638,4.12491,3.6339,,,
1539630664.9360957,4.12491,3.6339,,,
1539630665.051132,3.99493,8.69203,,,
1539630665.1633625,3.99493,8.69203,,,
1539630665.2592218,3.99493,8.69203,,,
1539630665.346777,3.98737,8.70793,,,
1539630665.4503639,3.98737,8.70793,,,
1539630665.5411463,3.98737,8.70793,,,
1539630665.637094,3.98215,8.70793,0,0,0
1539630665.7370586,3.98215,8.71947,,,
1539630665.851807,3.98215,8.71947,,,
1539630665.9411461,3.98215,8.71947,,,
1539630666.0439477,3.97783,8.72894,,,
1539630666.1381786,3.97783,8.72894,,,
1539630666.2502382,3.97783,8.72894,,,
1539630666.33909,3.9742,8.73689,,,
1539630666.437329,3.9742,8.73689,,,
1539630666.5363393,3.9742,8.73689,,,
1539630666.6437268,3.97087,8.73689,0,0,0
1539630666.762901,3.97087,8.74406,,,
1539630666.8935883,3.97087,8.74406,,,
1539630666.9596379,3.97087,8.74406,,,
1539630667.046288,3.96791,8.75047,,,
1539630667.1672506,3.96791,8.75047,,,
1539630667.24952,3.96791,8.75047,,,
1539630667.3427026,3.96519,8.75638,,,
1539630667.4435236,3.96519,8.75638,,,
1539630667.562784,3.96519,8.75638,,,
1539630667.664279,3.96262,8.75638,0,0,0
1539630667.747576,3.96262,8.76227,,,
1539630667.843415,3.96262,8.76227,,,
1539630667.9467187,3.96262,8.76227,,,
1539630668.0526493,3.96021,8.7674,,,
1539630668.15257,3.96021,8.7674,,,
1539630668.2469547,3.96021,8.7674,,,
1539630668.3481722,3.95801,8.77226,,,
1539630668.4704382,3.95801,8.77226,,,
1539630668.5485914,3.95801,8.77226,,,
1539630668.6437569,3.95589,8.77226,0,0,0
1539630668.7435887,3.95589,8.77713,,,
1539630668.8546078,3.95589,8.77713,,,
1539630668.9448462,3.95589,8.77713,,,
1539630669.0431778,3.95384,8.78175,,,
1539630669.1430624,3.95384,8.78175,,,
1539630669.270042,3.95384,8.78175,,,
1539630669.3689313,3.95187,8.7856,,,
1539630669.4489696,3.95187,8.7856,,,
1539630669.5435781,3.95187,8.7856,,,
1539630669.6453314,3.95006,8.7856,0,0,0
1539630669.749461,3.95006,8.79021,,,
1539630669.8453212,3.95006,8.79021,,,
