Cell Model,30Q
Cell Number,1
Power Level,34.73
Load,2
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539608842.8976662,4.19612,0.000228882,,,
1539608842.982171,4.1292,0.000228882,0,0,0
1539608843.076768,4.1292,3.69684,,,
1539608843.178558,4.1292,3.69684,,,
1539608843.286016,4.1292,3.69684,,,
1539608843.3786216,4.00568,8.66982,,,
1539608843.477598,4.00568,8.66982,,,
1539608843.5857792,4.00568,8.66982,,,
1539608843.7018423,3.99773,8.68654,,,
1539608843.7860305,3.99773,8.68654,,,
1539608843.87937,3.99773,8.68654,,,
1539608843.9771347,3.99197,8.68654,0,0,0
1539608844.0968108,3.99197,8.69888,,,
1539608844.2112083,3.99197,8.69888,,,
1539608844.283568,3.99197,8.69888,,,
1539608844.3789015,3.98727,8.70944,,,
1539608844.5084999,3.98727,8.70944,,,
1539608844.60265,3.98727,8.70944,,,
1539608844.6869211,3.98303,8.71819,,,
1539608844.7803047,3.98303,8.71819,,,
1539608844.8804445,3.98303,8.71819,,,
1539608844.9865658,3.97932,8.71819,0,0,0
1539608845.0803084,3.97932,8.72667,,,
1539608845.1805208,3.97932,8.72667,,,
1539608845.2806852,3.97932,8.72667,,,
1539608845.4259489,3.97592,8.73387,,,
1539608845.5127666,3.97592,8.73387,,,
1539608845.5881503,3.97592,8.73387,,,
1539608845.682402,3.97275,8.74107,,,
1539608845.79376,3.97275,8.74107,,,
1539608845.8832972,3.97275,8.74107,,,
1539608845.982201,3.96971,8.74107,0,0,0
1539608846.08217,3.96971,8.74751,,,
1539608846.1940591,3.96971,8.74751,,,
1539608846.3137333,3.96692,8.74751,,,
1539608846.3984077,3.96692,8.75368,,,
1539608846.485283,3.96692,8.75368,,,
1539608846.5872562,3.96692,8.75368,,,
1539608846.6912625,3.96426,8.75368,,,
1539608846.7833936,3.96426,8.75986,,,
1539608846.8833685,3.96426,8.75986,,,
1539608846.9830701,3.9617,8.75986,0,0,0
1539608847.110228,3.9617,8.76526,,,
1539608847.2196295,3.9617,8.76526,,,
1539608847.2950783,3.9617,8.76526,,,
1539608847.3875093,3.95927,8.77014,,,
1539608847.5055254,3.95927,8.77014,,,
1539608847.6150832,3.95927,8.77014,,,
1539608847.6915846,3.957,8.77014,,,
1539608847.787592,3.957,8.7758,,,
1539608847.9001338,3.957,8.7758,,,
1539608847.9887626,3.95473,8.7758,0,0,0
1539608848.0867584,3.95473,8.78043,,,
1539608848.1882572,3.95473,8.78043,,,
1539608848.300268,3.95473,8.78043,,,
1539608848.4072592,3.95261,8.78506,,,
1539608848.4942467,3.95261,8.78506,,,
1539608848.6247551,3.95261,8.78506,,,
1539608848.6989632,3.95056,8.78969,,,
1539608848.8005705,3.95056,8.78969,,,
1539608848.8910503,3.95056,8.78969,,,
1539608848.9916604,3.94852,8.78969,0,0,0
1539608849.0916548,3.94852,8.79457,,,
1539608849.192772,3.94852,8.79457,,,
1539608849.2956161,3.94852,8.79457,,,
1539608849.416808,3.94662,8.79869,,,
1539608849.4979582,3.94662,8.79869,,,
1539608849.603708,3.94662,8.79869,,,
1539608849.6926281,3.94473,8.79869,,,
1539608849.7919586,3.94473,8.80281,,,
1539608849.892107,3.94473,8.80281,,,
1539608850.0021372,3.94292,8.80281,0,0,0
1539608850.1101017,3.94292,8.80667,,,
