Cell Model,30Q
Cell Number,1
Power Level,23.15
Load,2
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539562823.6446643,4.19566,0,,,
1539562823.7415335,4.15562,0,0,0,0
1539562823.8465004,4.15562,2.28647,,,
1539562823.9602523,4.15562,2.28647,,,
1539562824.0439613,4.15562,2.28647,,,
1539562824.1416988,4.07372,5.68187,,,
1539562824.2411132,4.07372,5.68187,,,
1539562824.3641603,4.07372,5.68187,,,
1539562824.4459713,4.06865,5.68907,,,
1539562824.5421307,4.06865,5.68907,,,
1539562824.6448348,4.06865,5.68907,,,
1539562824.7668622,4.06487,5.69421,0,0,0
1539562824.8497264,4.06487,5.69421,,,
1539562824.9421935,4.06487,5.69421,,,
1539562825.0421882,4.06487,5.69421,,,
1539562825.174394,4.06184,5.69833,,,
1539562825.2661872,4.06184,5.69833,,,
1539562825.3580909,4.06184,5.69833,,,
1539562825.4449143,4.05904,5.70244,,,
1539562825.547245,4.05904,5.70244,,,
1539562825.6562557,4.05904,5.70244,,,
1539562825.7459857,4.05661,5.70244,0,0,0
1539562825.8460517,4.05661,5.7058,,,
1539562825.9704492,4.05661,5.7058,,,
1539562826.0678668,4.05434,5.7058,,,
1539562826.1503184,4.05434,5.70888,,,
1539562826.2469964,4.05434,5.70888,,,
1539562826.3469496,4.05434,5.70888,,,
1539562826.457326,4.05223,5.7117,,,
1539562826.547015,4.05223,5.7117,,,
1539562826.6485908,4.05223,5.7117,,,
1539562826.7682793,4.05026,5.7117,0,0,0
1539562826.8669393,4.05026,5.71454,,,
1539562826.9678602,4.05026,5.71454,,,
1539562827.0507016,4.05026,5.71454,,,
1539562827.1498873,4.04837,5.71736,,,
1539562827.2491922,4.04837,5.71736,,,
1539562827.3586874,4.04837,5.71736,,,
1539562827.4510958,4.04654,5.71994,,,
1539562827.5606203,4.04654,5.71994,,,
1539562827.6579835,4.04654,5.71994,,,
1539562827.770899,4.0448,5.71994,0,0,0
1539562827.8775263,4.0448,5.72224,,,
1539562827.9569638,4.0448,5.72224,,,
1539562828.052561,4.0448,5.72224,,,
1539562828.1602051,4.04321,5.72456,,,
1539562828.2688794,4.04321,5.72456,,,
1539562828.3678606,4.04321,5.72456,,,
1539562828.4773085,4.04163,5.72688,,,
1539562828.564488,4.04163,5.72688,,,
1539562828.6579192,4.04163,5.72688,,,
1539562828.753243,4.04004,5.72688,0,0,0
1539562828.8512568,4.04004,5.7292,,,
1539562828.9557693,4.04004,5.7292,,,
1539562829.0662627,4.04004,5.7292,,,
1539562829.1753082,4.0386,5.731,,,
1539562829.2662354,4.0386,5.731,,,
1539562829.369412,4.0386,5.731,,,
1539562829.460023,4.03716,5.73306,,,
1539562829.5689628,4.03716,5.73306,,,
1539562829.663684,4.03716,5.73306,,,
1539562829.7528155,4.03572,5.73306,0,0,0
1539562829.8533316,4.03572,5.73486,,,
1539562829.9607022,4.03572,5.73486,,,
1539562830.0561152,4.03572,5.73486,,,
