Cell Model,30Q
Cell Number,1
Power Level,34.73
Load,2
Temperature,40
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1539625448.1485949,4.16925,0,,,
1539625448.2494707,4.16925,1.78667,0,0,0
1539625448.3320832,4.16925,1.78667,,,
1539625448.426448,4.16925,1.78667,,,
1539625448.5338745,4.00764,8.66597,,,
1539625448.6387024,4.00764,8.66597,,,
1539625448.7330093,4.00764,8.66597,,,
1539625448.827242,3.99847,8.66597,,,
1539625448.9262214,3.99847,8.685,,,
1539625449.0348547,3.99847,8.685,,,
1539625449.1275992,3.99847,8.685,,,
1539625449.2252855,3.99228,8.69838,0,0,0
1539625449.3255146,3.99228,8.69838,,,
1539625449.4302444,3.99228,8.69838,,,
1539625449.5433784,3.98727,8.70944,,,
1539625449.6367254,3.98727,8.70944,,,
1539625449.7331257,3.98727,8.70944,,,
1539625449.8422832,3.98289,8.70944,,,
1539625449.9524753,3.98289,8.71844,,,
1539625450.0426452,3.98289,8.71844,,,
1539625450.1358445,3.98289,8.71844,,,
1539625450.237586,3.97903,8.72719,0,0,0
1539625450.3566325,3.97903,8.72719,,,
1539625450.4556103,3.97903,8.72719,,,
1539625450.5337584,3.97546,8.73465,,,
1539625450.6343179,3.97546,8.73465,,,
1539625450.7583332,3.97546,8.73465,,,
1539625450.8418922,3.97221,8.73465,,,
1539625450.9365094,3.97221,8.7421,,,
1539625451.0349588,3.97221,8.7421,,,
1539625451.173497,3.96919,8.7421,,,
1539625451.2597852,3.96919,8.74879,0,0,0
1539625451.343301,3.96919,8.74879,,,
1539625451.435777,3.96919,8.74879,,,
1539625451.5429842,3.96631,8.75496,,,
1539625451.6536248,3.96631,8.75496,,,
1539625451.741165,3.96631,8.75496,,,
1539625451.8358843,3.96359,8.75496,,,
1539625451.9601798,3.96359,8.76114,,,
1539625452.05588,3.96359,8.76114,,,
1539625452.1422517,3.96359,8.76114,,,
1539625452.2371798,3.96101,8.76654,0,0,0
1539625452.3373783,3.96101,8.76654,,,
1539625452.4462316,3.96101,8.76654,,,
1539625452.5480497,3.95859,8.77194,,,
1539625452.6378279,3.95859,8.77194,,,
1539625452.7376347,3.95859,8.77194,,,
1539625452.8419313,3.95624,8.77194,,,
1539625452.9383554,3.95624,8.77734,,,
1539625453.0378122,3.95624,8.77734,,,
1539625453.1377614,3.95624,8.77734,,,
1539625453.2533422,3.95398,8.78223,0,0,0
1539625453.3433206,3.95398,8.78223,,,
1539625453.438618,3.95398,8.78223,,,
1539625453.5584571,3.95186,8.78687,,,
1539625453.6540134,3.95186,8.78687,,,
1539625453.7654676,3.95186,8.78687,,,
1539625453.8474448,3.94974,8.78687,,,
1539625453.940434,3.94974,8.79149,,,
1539625454.0497825,3.94974,8.79149,,,
1539625454.1577816,3.94974,8.79149,,,
1539625454.2451544,3.94777,8.79613,0,0,0
1539625454.3422806,3.94777,8.79613,,,
1539625454.443128,3.94777,8.79613,,,
1539625454.5494812,3.9458,8.79613,,,
1539625454.6436906,3.9458,8.80023,,,
1539625454.7485292,3.9458,8.80023,,,
1539625454.8420687,3.94391,8.80023,,,
1539625454.9477546,3.94391,8.80435,,,
1539625455.0788138,3.94391,8.80435,,,
1539625455.1493864,3.94391,8.80435,0,0,0
1539625455.242276,3.94217,8.80821,,,
1539625455.3633308,3.94217,8.80821,,,
1539625455.4709427,3.94217,8.80821,,,
1539625455.5487823,3.94035,8.80821,,,
1539625455.6425972,3.94035,8.81258,,,
1539625455.7537866,3.94035,8.81258,,,
1539625455.869841,3.93869,8.81258,,,
1539625455.9485106,3.93869,8.81644,,,
1539625456.0439363,3.93869,8.81644,,,
1539625456.1525886,3.93869,8.81644,,,
1539625456.2624843,3.93701,8.81979,0,0,0
1539625456.3492765,3.93701,8.81979,,,
1539625456.4481037,3.93701,8.81979,,,
1539625456.5486686,3.93542,8.81979,,,
1539625456.6630597,3.93542,8.82339,,,
1539625456.7534604,3.93542,8.82339,,,
1539625456.8496964,3.93384,8.82339,,,
1539625456.9478202,3.93384,8.82724,,,
1539625457.0594265,3.93384,8.82724,,,
1539625457.1465533,3.93384,8.82724,,,
