Time[s],Voltage[V],Current[A],OverVoltage,OverPower,,
97.4,115.7767029,0.792694092,FALSE,FALSE,,106.1746438
97.5,115.7723694,0.768844604,FALSE,FALSE,,
97.6,115.7717743,0.80090332,FALSE,FALSE,,
97.7,115.7703094,0.812179565,FALSE,FALSE,,
97.8,115.7546082,1.749465942,FALSE,FALSE,,
97.9,115.7493286,1.608657837,FALSE,FALSE,,
98,115.742569,2.165298462,FALSE,FALSE,,
98.1,115.7304535,2.434432983,FALSE,FALSE,,
98.2,115.7212677,2.819992065,FALSE,FALSE,,
98.3,115.6878204,4.146362305,FALSE,FALSE,,
98.4,115.6358643,6.006530762,FALSE,FALSE,,
98.5,115.5738678,8.618209839,FALSE,FALSE,,
98.6,115.4820251,12.02330017,FALSE,FALSE,,
98.7,115.4147034,14.32687378,FALSE,FALSE,,
98.8,115.3659363,16.24111938,FALSE,FALSE,,
98.9,115.3136139,18.12554932,FALSE,FALSE,,
99,115.2677155,19.64834595,FALSE,FALSE,,
99.1,115.2026672,21.9356842,FALSE,FALSE,,
99.2,115.1517029,23.69673157,FALSE,FALSE,,
99.3,115.1035767,25.457901,FALSE,FALSE,,
99.4,115.0345154,27.77929688,FALSE,FALSE,,
99.5,114.9895477,29.2494812,FALSE,FALSE,,
99.6,114.9384766,31.17304993,FALSE,FALSE,,
99.7,114.8867798,32.5927124,FALSE,FALSE,,
99.8,114.8116455,35.4079895,FALSE,FALSE,,
99.9,114.7979889,35.96380615,FALSE,FALSE,,
100,114.733139,37.78430176,FALSE,FALSE,,
100.1,114.6077576,42.36994934,FALSE,FALSE,,
100.2,114.4388428,49.11561584,FALSE,FALSE,,
100.3,114.4183044,48.83106995,FALSE,FALSE,,
100.4,114.283493,53.77336121,FALSE,FALSE,,
100.5,114.196167,57.47161865,FALSE,FALSE,,
100.6,114.1148987,60.18843079,FALSE,FALSE,,
100.7,114.1028137,60.26759338,FALSE,FALSE,,
100.8,113.9828491,64.02890015,FALSE,FALSE,,
100.9,113.8590698,68.63304138,FALSE,FALSE,,
101,113.8164673,70.07240295,FALSE,FALSE,,
101.1,113.5247345,81.84318542,FALSE,FALSE,,
101.2,113.3962708,85.36114502,FALSE,FALSE,,
101.3,113.267807,89.54708862,FALSE,FALSE,,
101.4,113.1732025,92.68232727,FALSE,FALSE,,
101.5,113.1727753,91.59739685,FALSE,FALSE,,
101.6,113.0740814,95.15049744,FALSE,FALSE,,
101.7,112.8903046,102.2766266,FALSE,FALSE,,
101.8,112.7962799,104.8431396,FALSE,FALSE,,
101.9,112.7644043,105.9573517,FALSE,FALSE,,
102,112.5869904,111.2521362,FALSE,FALSE,,
102.1,112.5042419,113.3391113,FALSE,FALSE,,
102.2,112.3141327,120.8139038,FALSE,FALSE,,
102.3,112.2336578,123.9810333,FALSE,FALSE,,
102.4,112.1575775,125.6492157,FALSE,FALSE,,
102.5,111.9381561,134.1533966,FALSE,FALSE,,
102.6,111.8259735,137.1883392,FALSE,FALSE,,
102.7,111.8139648,136.0536499,FALSE,FALSE,,
102.8,111.7509613,137.8149261,FALSE,FALSE,,
102.9,111.4745026,148.2332916,FALSE,FALSE,,
103,111.4316711,148.6206665,FALSE,FALSE,,
103.1,111.2514038,155.2898865,FALSE,FALSE,,
103.2,111.1984253,156.0338287,FALSE,FALSE,,
103.3,111.0530243,161.3067627,FALSE,FALSE,,
103.4,110.9138336,167.1150208,FALSE,FALSE,,
103.5,110.8114777,169.3645782,FALSE,FALSE,,
103.6,110.7324829,171.7349243,FALSE,FALSE,,
103.7,110.6382751,175.0563049,FALSE,FALSE,,
103.8,110.5083008,178.5618744,FALSE,FALSE,,
103.9,110.4195557,180.2900391,FALSE,FALSE,,
104,110.2985687,184.979187,FALSE,FALSE,,
104.1,114.2398834,26.86450195,FALSE,FALSE,,
104.2,115.0494843,-0.729614258,FALSE,FALSE,,
104.3,115.1007233,-1.053253174,FALSE,FALSE,,
104.4,115.1167755,-0.406402588,FALSE,FALSE,,
104.5,115.1404419,-0.308532715,FALSE,FALSE,,
104.6,115.163147,-0.57258606,FALSE,FALSE,,
104.7,115.1737823,-0.538650513,FALSE,FALSE,,
104.8,115.1826782,-0.473648071,FALSE,FALSE,,
104.9,115.1962433,-0.350509644,FALSE,FALSE,,
105,115.207489,-0.436569214,FALSE,FALSE,,
105.1,115.2232819,-0.492126465,FALSE,FALSE,,
105.2,115.2195129,0.164337158,FALSE,FALSE,,
105.3,115.2262268,0.192016602,FALSE,FALSE,,
105.4,115.230835,0.320892334,FALSE,FALSE,,
105.5,115.2393036,0.367355347,FALSE,FALSE,,
105.6,115.2552185,-0.060760498,FALSE,FALSE,,
105.7,115.2683716,-0.358184814,FALSE,FALSE,,
105.8,115.2551575,0.487838745,FALSE,FALSE,,
105.9,115.1865234,4.034439087,FALSE,FALSE,,
106,115.0332642,10.25700378,FALSE,FALSE,,
106.1,114.8746643,16.17854309,FALSE,FALSE,,
106.2,114.7190552,22.33976746,FALSE,FALSE,,
106.3,114.6022034,26.52110291,FALSE,FALSE,,
106.4,114.5035706,30.54386902,FALSE,FALSE,,
106.5,114.4189301,33.2940979,FALSE,FALSE,,
106.6,114.3838654,34.98100281,FALSE,FALSE,,
