Cell Model,VTC6
Cell Number,100
Power Level,34.73
Load,1
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1542891065.0144386,4.18634,0.000366211,,,
1542891065.1239223,4.18634,1.75433,0,0,0
1542891065.2060506,4.18634,1.75433,,,
1542891065.3061805,4.18634,1.75433,,,
1542891065.4060044,3.97722,8.73766,,,
1542891065.5140195,3.97722,8.73766,,,
1542891065.6059499,3.97722,8.73766,,,
1542891065.730408,3.96655,8.73766,,,
1542891065.8245187,3.96655,8.75612,,,
1542891065.9309113,3.96655,8.75612,,,
1542891066.0128982,3.96118,8.75612,,,
1542891066.110784,3.96118,8.7674,0,0,0
1542891066.2107892,3.96118,8.7674,,,
1542891066.3223825,3.96118,8.7674,,,
1542891066.4309747,3.95688,8.77663,,,
1542891066.5062058,3.95688,8.77663,,,
1542891066.6313925,3.95688,8.77663,,,
1542891066.7328918,3.95331,8.77663,,,
1542891066.823911,3.95331,8.78458,,,
1542891066.90733,3.95331,8.78458,,,
1542891067.0067804,3.95006,8.78458,,,
1542891067.107518,3.95006,8.79149,0,0,0
1542891067.2132347,3.95006,8.79149,,,
1542891067.3069038,3.95006,8.79149,,,
1542891067.4069052,3.94719,8.7979,,,
1542891067.5306106,3.94719,8.7979,,,
1542891067.6302779,3.94719,8.7979,,,
1542891067.7123978,3.94453,8.7979,,,
1542891067.807724,3.94453,8.80354,,,
1542891067.9097958,3.94453,8.80354,,,
1542891068.017805,3.94212,8.80354,,,
1542891068.1320207,3.94212,8.80891,0,0,0
1542891068.2085927,3.94212,8.80891,,,
1542891068.3374825,3.94212,8.80891,,,
1542891068.4143622,3.93985,8.81404,,,
1542891068.5247657,3.93985,8.81404,,,
1542891068.6083038,3.93985,8.81404,,,
1542891068.7096176,3.93773,8.81404,,,
1542891068.8098516,3.93773,8.81866,,,
1542891068.9178174,3.93773,8.81866,,,
1542891069.009809,3.93576,8.81866,,,
1542891069.1342824,3.93576,8.82327,0,0,0
1542891069.210198,3.93576,8.82327,,,
1542891069.3293183,3.93576,8.82327,,,
1542891069.4118776,3.93387,8.82327,,,
1542891069.510186,3.93387,8.82764,,,
1542891069.6102047,3.93387,8.82764,,,
1542891069.7182858,3.93213,8.82764,,,
1542891069.8106375,3.93213,8.83122,,,
1542891069.9339437,3.93213,8.83122,,,
1542891070.0110736,3.93039,8.83122,,,
1542891070.1240919,3.93039,8.83481,0,0,0
1542891070.2111163,3.93039,8.83481,,,
1542891070.3111827,3.93039,8.83481,,,
1542891070.4112995,3.9288,8.83481,,,
1542891070.5201912,3.9288,8.83865,,,
1542891070.6290452,3.9288,8.83865,,,
