Cell Model,VTC6
Cell Number,8
Power Level,34.73
Load,1
Temperature,60
Time (s),Volts,Amps,Temp 1,Temp 2,Temp 3
1541630679.4323928,4.18974,0.000106812,,,
1541630679.5292778,4.18974,0.685745,0,0,0
1541630679.6363046,4.18974,0.685745,,,
1541630679.7299201,4.18974,0.685745,,,
1541630679.8293858,3.98335,8.71921,,,
1541630679.930539,3.98335,8.71921,,,
1541630680.0560853,3.98335,8.71921,,,
1541630680.1665537,3.97185,8.74254,,,
1541630680.2316723,3.97185,8.74254,,,
1541630680.3311665,3.97185,8.74254,,,
1541630680.4486637,3.96512,8.75714,,,
1541630680.5325418,3.96512,8.75714,0,0,0
1541630680.631153,3.96512,8.75714,,,
1541630680.7317955,3.96512,8.75714,,,
1541630680.8381758,3.95982,8.76894,,,
1541630680.9571302,3.95982,8.76894,,,
1541630681.0370212,3.95982,8.76894,,,
1541630681.1315393,3.9552,8.77893,,,
1541630681.2323704,3.9552,8.77893,,,
1541630681.3358736,3.9552,8.77893,,,
1541630681.431876,3.9512,8.77893,,,
1541630681.5332477,3.9512,8.78764,0,0,0
1541630681.6333022,3.9512,8.78764,,,
1541630681.7672086,3.94757,8.78764,,,
1541630681.8342464,3.94757,8.79585,,,
1541630681.9333744,3.94757,8.79585,,,
1541630682.032501,3.94757,8.79585,,,
1541630682.1430335,3.94431,8.80302,,,
1541630682.2498865,3.94431,8.80302,,,
1541630682.334356,3.94431,8.80302,,,
1541630682.434374,3.94128,8.80302,,,
1541630682.5572321,3.94128,8.80994,0,0,0
1541630682.6423976,3.94128,8.80994,,,
1541630682.7347512,3.94128,8.80994,,,
1541630682.8347435,3.93849,8.8161,,,
1541630682.935278,3.93849,8.8161,,,
1541630683.0577595,3.93849,8.8161,,,
1541630683.135502,3.93584,8.82199,,,
1541630683.2341175,3.93584,8.82199,,,
1541630683.358727,3.93584,8.82199,,,
1541630683.4480338,3.93341,8.82199,,,
1541630683.5359795,3.93341,8.82764,0,0,0
1541630683.636478,3.93341,8.82764,,,
1541630683.7362273,3.93341,8.82764,,,
1541630683.8416183,3.93108,8.8325,,,
1541630683.9539957,3.93108,8.8325,,,
1541630684.037273,3.93108,8.8325,,,
1541630684.155182,3.92888,8.83737,,,
1541630684.240875,3.92888,8.83737,,,
1541630684.3449838,3.92888,8.83737,,,
1541630684.4376848,3.92683,8.83737,,,
1541630684.5377965,3.92683,8.84224,0,0,0
1541630684.6377804,3.92683,8.84224,,,
1541630684.7580657,3.92683,8.84224,,,
1541630684.8392596,3.92487,8.8466,,,
1541630684.9541657,3.92487,8.8466,,,
1541630685.0441146,3.92487,8.8466,,,
1541630685.1472304,3.92297,8.85069,,,
1541630685.2623544,3.92297,8.85069,,,
1541630685.3393774,3.92297,8.85069,,,
1541630685.4385905,3.92116,8.85069,,,
1541630685.5415957,3.92116,8.85506,0,0,0
1541630685.655026,3.92116,8.85506,,,
1541630685.7492814,3.92116,8.85506,,,
1541630685.8472216,3.91942,8.85864,,,
1541630685.9425042,3.91942,8.85864,,,
1541630686.0573783,3.91942,8.85864,,,
1541630686.1422625,3.91783,8.85864,,,
1541630686.2386034,3.91783,8.86249,,,
1541630686.3423378,3.91783,8.86249,,,
1541630686.4488606,3.91624,8.86249,,,
1541630686.5432954,3.91624,8.86607,0,0,0
1541630686.6629353,3.91624,8.86607,,,
1541630686.7542584,3.91624,8.86607,,,
1541630686.8460932,3.91466,8.86942,,,
1541630686.9393346,3.91466,8.86942,,,
1541630687.0399537,3.91466,8.86942,,,
1541630687.139952,3.91322,8.86942,,,
1541630687.2622113,3.91322,8.873,,,
1541630687.3454561,3.91322,8.873,,,
1541630687.444579,3.91177,8.873,,,
1541630687.56459,3.91177,8.87607,0,0,0
1541630687.6633265,3.91177,8.87607,,,
1541630687.7644603,3.91177,8.87607,,,
1541630687.8415835,3.91042,8.87889,,,
1541630687.9414928,3.91042,8.87889,,,
1541630688.048859,3.91042,8.87889,,,
1541630688.1588402,3.90906,8.87889,,,
1541630688.2415667,3.90906,8.88197,,,
1541630688.3422287,3.90906,8.88197,,,
1541630688.4659262,3.90778,8.88197,,,
1541630688.563588,3.90778,8.88504,0,0,0
1541630688.6423163,3.90778,8.88504,,,
1541630688.7423263,3.90778,8.88504,,,
1541630688.8423624,3.90648,8.88812,,,
1541630688.9623134,3.90648,8.88812,,,
1541630689.0462484,3.90648,8.88812,,,
1541630689.1442404,3.90527,8.88812,,,
1541630689.2442079,3.90527,8.89095,,,
1541630689.369954,3.90527,8.89095,,,
1541630689.463223,3.90407,8.89095,,,
1541630689.5446985,3.90407,8.89351,0,0,0
1541630689.6446948,3.90407,8.89351,,,
1541630689.744575,3.90407,8.89351,,,
1541630689.8530276,3.90292,8.89581,,,
1541630689.9461772,3.90292,8.89581,,,
1541630690.0452006,3.90292,8.89581,,,
